combo,layer,makespan,bw_util,core0_latency_cycles,core0_avg_bw_req,core0_traffic,core1_latency_cycles,core1_avg_bw_req,core1_traffic,total_traffic
RS_WS,CONV3_1_2,281434.97388800007,0.9181902926636163,53248.0,314.859,16765612.032,129795.0,69.9216,9075474.072,25841086.104000002
RS_WS,CONV3_1_3,458753.0,0.8416323375825335,458753.0,56.0381,25707646.4893,401409.0,32.143,12902489.487,38610135.9763
RS_WS,CONV3_1_Residual,10500.420044,0.7653459204798264,7169.0,56.0006,401468.3014,1569.0,256.327,402177.063,803645.3644000001
RS_WS,CONV3_2_1,229376.99999999997,0.8418924252213604,229377.0,56.055,12857727.735,200705.0,32.1534,6453348.147,19311075.882
RS_WS,CONV3_2_2,281434.97388800007,0.9181902926636163,53248.0,314.859,16765612.032,129795.0,69.9216,9075474.072,25841086.104000002
RS_WS,CONV3_2_3,458753.0,0.8416323375825335,458753.0,56.0381,25707646.4893,401409.0,32.143,12902489.487,38610135.9763
RS_WS,CONV3_1_Residual,10500.420044,0.7653459204798264,7169.0,56.0006,401468.3014,1569.0,256.327,402177.063,803645.3644000001
RS_WS,CONV3_3_1,229376.99999999997,0.8418924252213604,229377.0,56.055,12857727.735,200705.0,32.1534,6453348.147,19311075.882
RS_WS,CONV3_3_2,281434.97388800007,0.9181902926636163,53248.0,314.859,16765612.032,129795.0,69.9216,9075474.072,25841086.104000002
RS_WS,CONV3_3_3,458753.0,0.8416323375825335,458753.0,56.0381,25707646.4893,401409.0,32.143,12902489.487,38610135.9763
RS_WS,CONV3_3_Residual,10500.420044,0.7653459204798264,7169.0,56.0006,401468.3014,1569.0,256.327,402177.063,803645.3644000001
RS_WS,CONV3_4_1,229376.99999999997,0.8418924252213604,229377.0,56.055,12857727.735,200705.0,32.1534,6453348.147,19311075.882
RS_WS,CONV3_4_2,281434.97388800007,0.9181902926636163,53248.0,314.859,16765612.032,129795.0,69.9216,9075474.072,25841086.104000002
RS_WS,CONV3_4_3,458753.0,0.8416323375825335,458753.0,56.0381,25707646.4893,401409.0,32.143,12902489.487,38610135.9763
RS_WS,CONV3_4_Residual,10500.420044,0.7653459204798264,7169.0,56.0006,401468.3014,1569.0,256.327,402177.063,803645.3644000001
RS_WS,CONV4_1_1,458753.0,0.426944775129536,458753.0,28.4175,13036613.3775,200705.0,32.633,6549606.265000001,19586219.6425
RS_WS,CONV4_1_2,238855.07961599997,0.9895395702908357,98304.0,150.801,14824341.503999999,110595.0,79.6719,8811313.780499998,23635655.284499995
RS_WS,CONV4_1_3,917505.0,0.4239294499386924,917505.0,28.125,25804828.125,401409.0,32.6124,13090910.8716,38895738.9966
RS_WS,CONV4_1_Residual,8623.65681,0.4669962178144701,7169.0,28.0006,200736.3014,785.0,257.306,201985.21,402721.51139999996
RS_WS,CONV4_2_1,917505.0,0.4241973251262936,917505.0,28.1384,25817122.692,401409.0,32.643,13103193.987,38920316.679000005
RS_WS,CONV4_2_2,238855.07961599997,0.9895395702908357,98304.0,150.801,14824341.503999999,110595.0,79.6719,8811313.780499998,23635655.284499995
RS_WS,CONV4_2_3,917505.0,0.4239294499386924,917505.0,28.125,25804828.125,401409.0,32.6124,13090910.8716,38895738.9966
RS_WS,CONV4_2_Residual,8623.65681,0.4669962178144701,7169.0,28.0006,200736.3014,785.0,257.306,201985.21,402721.51139999996
RS_WS,CONV4_3_1,917505.0,0.4241973251262936,917505.0,28.1384,25817122.692,401409.0,32.643,13103193.987,38920316.679000005
RS_WS,CONV4_3_2,238855.07961599997,0.9895395702908357,98304.0,150.801,14824341.503999999,110595.0,79.6719,8811313.780499998,23635655.284499995
RS_WS,CONV4_3_3,917505.0,0.4239294499386924,917505.0,28.125,25804828.125,401409.0,32.6124,13090910.8716,38895738.9966
RS_WS,CONV4_3_Residual,8623.65681,0.4669962178144701,7169.0,28.0006,200736.3014,785.0,257.306,201985.21,402721.51139999996
RS_WS,CONV4_4_1,917505.0,0.4241973251262936,917505.0,28.1384,25817122.692,401409.0,32.643,13103193.987,38920316.679000005
RS_WS,CONV4_4_2,238855.07961599997,0.9895395702908357,98304.0,150.801,14824341.503999999,110595.0,79.6719,8811313.780499998,23635655.284499995
RS_WS,CONV4_4_3,917505.0,0.4239294499386924,917505.0,28.125,25804828.125,401409.0,32.6124,13090910.8716,38895738.9966
RS_WS,CONV4_4_Residual,8623.65681,0.4669962178144701,7169.0,28.0006,200736.3014,785.0,257.306,201985.21,402721.51139999996
RS_WS,CONV4_5_1,917505.0,0.4241973251262936,917505.0,28.1384,25817122.692,401409.0,32.643,13103193.987,38920316.679000005
RS_WS,CONV4_5_2,238855.07961599997,0.9895395702908357,98304.0,150.801,14824341.503999999,110595.0,79.6719,8811313.780499998,23635655.284499995
